openstates_person_id,name,district,Party,HB238 - Labor Rights,HB75 Legalizing Marijuana,HB521 Voter Protection,HB115-Public School Funding (Vouchers),HB675 - School Funding Cap,HB583 - Reducing Child Hunger,HB148 - LGBTQ Rights,HB433 -Child Marriage,HCR4 - Environment (Wind Power),HCR- Reproductive Freedom,HB1 - State Funding Bill,HB2 - Budget Trailer (All the Policy Stuff),HB22 - Protecting Trans People,HB23 - Vaccinations,HB24 - Gun Control,HB25 - The Dems Budget Proposal,HB26 - School Budget Cap Repeal,HB27 - Family Planning Services,HB28 - Child Advocacy Services (Intervening in Child Neglect/Abuse),HB29 - Medicaid,HB210 - Supporting the Arts,HB211 - Public School Funding,HB212 - Higher Ed Funding,HB213 - Dealing with the Opioid Crisis,HB214 Public School Funding,HB215 - Human Rights Commission
ocd-person/01d85172-f83f-48ee-8c35-8979a95c9190,Gaby Grossman,ROC 11,Democrat,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote
ocd-person/4c8ac73e-dca4-48ca-b50c-25d0d41425bc,Gary Daniels,HIL 43,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/26cadaaa-59d2-4c71-b23b-9f103dbd3e81,Gary Gilmore,STR 16,Democrat,Pro-Labor Vote,Did Not Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Did Not Vote,Did Not Vote,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/5d98b66b-f4d1-4776-953f-67dc348fdd12,Gary Woods,MER 30,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/1d25683b-5c85-41cb-8585-6e18ddd0f648,Geoffrey Smith,STR 21,Democrat,Pro-Labor Vote,Did Not Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/8ecb185e-f9d2-4da1-94af-8ea367b7b34a,George Grant,SUL 5,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/1d64c012-42cd-433e-9e51-d449279fe57e,George Sykes,GRA 14,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/915a097c-1280-478b-b200-0903e323e9e5,Gerald Griffin,HIL 42,Republican,Anti-Labor Vote,Pro-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/03774445-16e9-4857-8015-317a3d8705a3,Gerald Ward,ROC 27,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/620d9d69-c8fb-47ad-ad25-1c1ef75c39dd,Glen Aldrich,BEL 6,Republican,Anti-Labor Vote,Pro-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/56f58b74-b3b6-4f73-ad18-15af5119c4bc,Glenn Bailey,STR 2,Republican,Anti-Labor Vote,Pro-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/c8aa2951-dea0-4999-9b6a-6323d9917e0b,Glenn Cordelli,CAR 7,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/852df922-484b-412f-a604-c2d67efee5ec,Gregory Hill,MER 2,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/f1292af8-a209-4ff7-87b5-086acddcc10e,Gregory Sargent,MER 7,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/5a633278-e4a7-4a58-9c9d-2d917deefd40,Harry Bean,BEL 6,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/ff64ec8f-c8be-4e9c-8dce-3397cdc2401e,Heath Howard,STR 4,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/b14568dd-d9f5-4557-8ccd-0d000c231650,Heather Baldwin,GRA 4,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/e1e26c8f-3b7f-42bf-89e2-33331ff83bb3,Heather Raymond,HIL 5,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/1a1bb56f-cf92-4af0-b65e-3831e8a07b64,Henry Giasson,HIL 29,Republican,Anti-Labor Vote,Pro-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/a1852031-32a0-4f94-95b8-57ddcc5ab576,Hope Damon,SUL 8,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/26f01212-5287-4735-aa1f-77e4f0d2acb6,Jaci Grote,ROC 24,Democrat,Pro-Labor Vote,Anti-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/0772e02f-5d9a-45d3-aa62-81a5416b06e2,Jack Flanagan,HIL 45,Republican,Pro-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/e6b59654-1e8f-4f6b-b01f-7d69bb76ffec,James Creighton,HIL 30,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/c46f0617-3009-41d2-97e3-a51004d83430,James Gruber,CHE 16,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/ec6cfbd9-53fd-4643-b2c9-b0889f417baa,James Guzofski,ROC 1,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,Against Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/c027d650-709d-440f-8740-84b3e11406ba,James MacKay,MER 18,Democrat,Pro-Labor Vote,Anti-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Did Not Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/58bff024-3ec3-431f-bfa7-0d499b0bb780,James Newsom,MER 9,Democrat,Pro-Labor Vote,Anti-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Against Child Marriage Vote,Pro-Energy Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/8ee6ee68-5ccb-4871-b815-6ed27c68c3ae,James Qualey,CHE 18,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/cfbe3994-9a8b-4edf-80e7-d087700ca75a,James Roesener,MER 22,Democrat,Pro-Labor Vote,Pro-Weed Vote,Pro-Voter Vote,Pro-Public Ed Vote,Pro-Public Ed Vote,Pro-Reducig Child Hunger Vote,Pro-LGBTQ Vote,Did Not Vote,Did Not Vote,Pro-Abortion Vote,Pro-State Funding,Pro-Granite Stater,Pro-LGBTQ Vote,Pro-Child Vax Mandates,Pro-Gun Control/Abuse Protections,"Pro- ""Better Budget""",Pro- School Budget Funding/Local Control,Pro-Family Planning,Pro-Office of Child Advocate,Pro-Access to Free&Reduced Lunch,Pro-Council on Arts,Pro-Public School Funding,Pro-USNH Funding,Pro-Opiod Abatement Funds,Pro-Removal of Fee Increases,Pro-Human Rights Commission
ocd-person/2520dc46-648c-44d0-ba1f-fe09b17a9d8b,James Spillane,ROC 2,Republican,Anti-Labor Vote,Pro-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/14936ed1-5203-4f3e-be18-4243f1fff521,James Summers,ROC 20,Republican,Anti-Labor Vote,Anti-Weed Vote,Did Not Vote,Did Not Vote,Did Not Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote,Did Not Vote
ocd-person/15de6eda-2f2d-4807-9ff1-e770c60ca46c,James Thibault,MER 25,Republican,Anti-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Anti-Office of Child Advocate,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
ocd-person/0723bc3a-b040-40e5-9eaa-60c12f148828,James Tierney,COO 1,Republican,Pro-Labor Vote,Anti-Weed Vote,Anti-Voter Vote,Anti-Public Ed Vote,Anti-Public Ed Vote,Anti-Reducig Child Hunger Vote,Anti-LGBTQ Vote,For Child Marriage Vote,Anti-Energy Vote,Anti-Abortion Vote,Anti-State Funding,Anti-Granite Stater,Anti-LGBTQ Vote,Anti-Child Vax Mandates,Anti-Gun Control/Abuse Protections,"Anti- ""Better Budget""",Anti- School Bidget Funding/Local Control,Anti-Family Planning,Did Not Vote,Anti-Access to Free&Reduced Lunch,Anti-Council on Arts,Anti-Public School Funding,Anti-USNH Funding,Anti-Opiod Abatement Funds,Anti-Removal of Fee Increases,Anti-Human Rights Commission
